Title,DOI,URL
Selective serotonin reuptake inhibitors (SSRIs) and heart defects: potential mechanisms for the observed associations,10.1016/j.reprotox.2011.09.004,NA
How does PKMzeta maintain long-term memory?,10.1038/nrn2949,https://zenodo.org/record/895540/files/article.pdf
A multicellular basis for the origination of blast crisis in chronic myeloid leukemia,10.1158/0008-5472.CAN-10-4600,https://aacrjournals.org/cancerres/article-pdf/71/8/2838/2663587/2838.pdf
Nanocytology for field carcinogenesis detection: novel paradigm for lung cancer risk stratification,10.2217/fon.10.176,https://europepmc.org/articles/pmc4123752?pdf=render
Annual Research Review: Epigenetic mechanisms and environmental shaping of the brain during sensitive periods of development,10.1111/j.1469-7610.2010.02282.x,https://europepmc.org/articles/pmc2965301?pdf=render
Mathematics and biology: a Kantian view on the history of pattern formation theory,10.1007/s00427-011-0378-0,https://link.springer.com/content/pdf/10.1007/s00427-011-0378-0.pdf
Outline of a concept for organismic systems biology,10.1016/j.semcancer.2011.06.001,NA
New perspectives in cell communication: Bioelectromagnetic interactions,S1044-579X(11)00028-9 [pii] 10.1016/j.semcancer.2011.04.003,NA
Oxidative stress induced by a commercial glyphosate formulation in a tolerant strain of Chlorella kessleri,10.1016/j.ecoenv.2010.10.034,https://ri.conicet.gov.ar/bitstream/11336/66456/2/CONICET_Digital_Nro.30068fe8-8d76-4c30-a704-73fe36ae22fc_A.pdf
The neuronal encoding of information in the brain,10.1016/j.pneurobio.2011.08.002,NA
Enhancing the efficiency of N-ethyl-N-nitrosourea-induced mutagenesis in the zebrafish,10.1089/zeb.2011.0703,NA
Morphogen gradients: from generation to interpretation,10.1146/annurev-cellbio-092910-154148,NA
Physiological and molecular characterization of genetic competence in Streptococcus sanguinis,10.1111/j.2041-1014.2011.00606.x,https://scholarscompass.vcu.edu/cgi/viewcontent.cgi?article=2569&context=etd
Materials fabrication from Bombyx mori silk fibroin,10.1038/nprot.2011.379,https://europepmc.org/articles/pmc3808976?pdf=render
Transcript profiling of individual twin blastomeres derived by splitting two-cell stage murine embryos,10.1095/biolreprod.110.086884,https://academic.oup.com/biolreprod/article-pdf/84/3/487/10576831/biolreprod0487.pdf
MRI magnetic field stimulates rotational sensors of the brain,10.1016/j.cub.2011.08.029,http://www.cell.com/article/S0960982211009353/pdf
The genus Xenopus as a multispecies model for evolutionary and comparative immunobiology of the 21st century,10.1016/j.dci.2011.01.014,https://europepmc.org/articles/pmc3109137?pdf=render
Pharmacological characterization of a nociceptin receptor from zebrafish (Danio rerio),10.1530/JME-10-0130,https://jme.bioscientifica.com/downloadpdf/journals/jme/46/2/111.pdf
In situ visualization of protein interactions in sensory neurons: glutamic acid-rich proteins (GARPs) play differential roles for photoreceptor outer segment scaffolding,10.1523/JNEUROSCI.2875-11.2011,https://www.jneurosci.org/content/jneuro/31/31/11231.full.pdf
Germ-layer and lineage-restricted stem/progenitors regenerate the mouse digit tip,10.1038/nature10346,https://europepmc.org/articles/pmc3812235?pdf=render
The maintenance and regeneration of the planarian excretory system are regulated by EGFR signaling,10.1242/dev.066852,https://dev.biologists.org/content/develop/138/17/3769.full.pdf
Cell structure and dynamics,10.1016/j.ceb.2010.12.003,NA
A zebrafish model for nevus regeneration,10.1111/j.1755-148X.2011.00839.x,https://europepmc.org/articles/pmc3084990?pdf=render
Excess of serotonin affects neocortical pyramidal neuron migration,10.1038/tp.2011.49,https://www.nature.com/articles/tp201149.pdf
Slit-Robo signals regulate pioneer axon pathfinding of the tract of the postoptic commissure in the mammalian forebrain,10.1002/jnr.22684,https://europepmc.org/articles/pmc4128405?pdf=render
Using DNA microarrays to assay part function,10.1016/B978-0-12-385075-1.00004-4,https://europepmc.org/articles/pmc5433866?pdf=render
Is Non-Reductive Conceptual Analysis a Meta-Philosophical Problem for Theories of Causation?,10.1086/667850,NA
Optimisation in a natural system: Argentine ants solve the Towers of Hanoi,10.1242/jeb.048173,https://journals.biologists.com/jeb/article-pdf/214/1/50/1435150/50.pdf
Ectodermal Wnt/beta-catenin signaling shapes the mouse face,10.1016/j.ydbio.2010.11.012,https://europepmc.org/articles/pmc3057077?pdf=render
Ion-selective self-referencing probes for measuring specific ion flux,10.4161/cib.4.5.16182,NA
Measurement of bioelectric current with a vibrating probe,2358 10.3791/2358,https://europepmc.org/articles/pmc3182634?pdf=render
Specific ion fluxes generate cornea wound electric currents,10.4161/cib.4.4.15545,NA
Modulating endogenous electric currents in human corneal wounds--a novel approach of bioelectric stimulation without electrodes,10.1097/ICO.0b013e3181f7f2de,https://europepmc.org/articles/pmc3061552?pdf=render
When microbial conversations get physical,10.1016/j.tim.2010.12.007,https://europepmc.org/articles/pmc3057284?pdf=render
Distributed biological computation with multicellular engineered networks,10.1038/nature09679,NA
The meaning of death: evolution and ecology of apoptosis in protozoan parasites,10.1371/journal.ppat.1002320,https://journals.plos.org/plospathogens/article/file?id=10.1371/journal.ppat.1002320&type=printable
Transgenerational inheritance of an acquired small RNA-based antiviral response in C. elegans,10.1016/j.cell.2011.10.042,http://www.cell.com/article/S0092867411013419/pdf
Impaired respiratory and body temperature control upon acute serotonergic neuron inhibition,10.1126/science.1205295,https://europepmc.org/articles/pmc3729433?pdf=render
Nicotine behavioral pharmacology: clues from planarians,10.1016/j.drugalcdep.2011.04.001,https://europepmc.org/articles/pmc3163013?pdf=render
The actin nucleator Cordon-bleu is required for development of motile cilia in zebrafish,10.1016/j.ydbio.2010.11.023,NA
Trade-off between responsiveness and noise suppression in biomolecular system responses to environmental cues,10.1371/journal.pcbi.1002091,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1002091&type=printable
Channelpedia: an integrative and interactive database for ion channels,10.3389/fninf.2011.00036,https://www.frontiersin.org/articles/10.3389/fninf.2011.00036/pdf
The evolvability of programmable hardware,10.1098/rsif.2010.0212,https://europepmc.org/articles/pmc3033018?pdf=render
The rubber hand illusion and its application to clinical neuroscience,10.1016/j.jocn.2011.05.008,NA
Emission of mitochondrial biophotons and their effect on electrical activity of membrane via microtubules,10.1142/S0219635211002622,https://arxiv.org/pdf/1012.3371
Electrocortical activity prior to unpredictable stimuli in meditators and nonmeditators,10.1016/j.explore.2011.06.004,NA
A biophysically-based neuromorphic model of spike rate- and timing-dependent plasticity,10.1073/pnas.1106161108,https://www.pnas.org/content/pnas/108/49/E1266.full.pdf
Robust transient dynamics and brain functions,10.3389/fncom.2011.00024,https://www.frontiersin.org/articles/10.3389/fncom.2011.00024/pdf
Fundamental Limitation on Applicability of Statistical Methods to Study of Living Organisms and Other Complex Systems,Doi 10.1007/S10955-011-0252-5,NA
The More the Merrier?,Doi 10.1007/S10955-011-0157-3,NA
"Expanded social fitness and Hamilton's rule for kin, kith, and kind",10.1073/pnas.1100298108,https://europepmc.org/articles/pmc3131824?pdf=render
Neural network computation with DNA strand displacement cascades,10.1038/nature10262,NA
Essential roles of fibronectin in the development of the left-right embryonic body plan,10.1016/j.ydbio.2011.05.178,NA
A Mixed Self: The Role of Symbiosis in Development,10.1007/s13752-011-0011-5,http://philsci-archive.pitt.edu/10047/1/Pradeu_Mixed_Self.pdf
Electrical synapses formed by connexin36 regulate inhibition- and experience-dependent plasticity,10.1073/pnas.1100166108,https://www.pnas.org/content/pnas/108/33/13770.full.pdf
Exploring HCN channels as novel drug targets,10.1038/nrd3576,NA
Artificial astrocytes improve neural network performance,10.1371/journal.pone.0019109,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0019109&type=printable
Functional electrical stimulation therapy of voluntary grasping versus only conventional rehabilitation for patients with subacute incomplete tetraplegia: a randomized clinical trial,10.1177/1545968310392924,NA
Left-right patterning in the C. elegans embryo: Unique mechanisms and common principles,10.4161/cib.4.1.14144,NA
On the origin of cancer: Can we ignore coherence?,S0079-6107(11)00039-3 10.1016/j.pbiomolbio.2011.04.001,NA
Chemotherapy resistance in acute lymphoblastic leukemia requires hERG1 channels and is overcome by hERG1 blockers,10.1182/blood-2010-01-262691,http://www.bloodjournal.org/content/bloodjournal/117/3/902.full.pdf
What about 'information'?,10.1038/embor.2010.213,http://embor.embopress.org/content/embor/12/2/92.full.pdf
Endogenous electromagnetic fields in plant leaves: a new hypothesis for vascular pattern formation,10.3109/15368378.2011.566779,NA
"Information processing, computation, and cognition",10.1007/s10867-010-9195-3,https://europepmc.org/articles/pmc3006465?pdf=render
Rapid functional evaluation of beta-cells by extracellular recording of membrane potential oscillations with microelectrode arrays,10.1007/s00424-011-1029-z,NA
Polarized notum activation at wounds inhibits Wnt function to promote planarian head regeneration,10.1126/science.1202143,https://europepmc.org/articles/pmc3320723?pdf=render
Imaging voltage in neurons,10.1016/j.neuron.2010.12.010,http://www.cell.com/article/S0896627310010330/pdf
Evolution of gene regulatory networks controlling body plan development,10.1016/j.cell.2011.02.017,http://www.cell.com/article/S0092867411001310/pdf
"Temporal Patterns of Photon Emissions Can Be Stored and Retrieved Several Days Later From the ""Same Space"": Experimental and Quantitative Evidence",10.14704/nq.2011.9.4.467,https://www.neuroquantology.com/index.php/journal/article/download/467/443
The cardiac malpositions,10.1016/j.amjcard.2011.06.055,NA
A new mode of corticothalamic transmission revealed in the Gria4(-/-) model of absence epilepsy,10.1038/nn.2896,https://europepmc.org/articles/pmc3308017?pdf=render
"Transcranial electrical stimulation (tES - tDCS; tRNS, tACS) methods",10.1080/09602011.2011.557292,NA
Negative feedback in the bone morphogenetic protein 4 (BMP4) synexpression group governs its dynamic signaling range and canalizes development,1100179108 10.1073/pnas.1100179108,https://www.pnas.org/content/pnas/108/25/10202.full.pdf
Antidepressants in pregnancy: a review of commonly prescribed medications,10.1097/OGX.0b013e31823e0cbf,NA
Melanocortin receptors as novel effectors of macrophage responses in inflammation,10.3389/fimmu.2011.00041,https://www.frontiersin.org/articles/10.3389/fimmu.2011.00041/pdf
The coordination of growth among Drosophila organs in response to localized growth-perturbation,10.1016/j.ydbio.2011.07.002,NA
Astroglial networks scale synaptic activity and plasticity,10.1073/pnas.1016650108,https://www.pnas.org/content/pnas/108/20/8467.full.pdf
Dendritic cells and immunity against cancer,10.1111/j.1365-2796.2010.02317.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1365-2796.2010.02317.x
Letter to the editor regarding the article by Paganelli et al,10.1021/tx200086y,NA
Evolution of Self-Assembling Patterns in Cellular Automata using Development,10.5772/16184,https://www.intechopen.com/citation-pdf-url/15021
Persistent directional cell migration requires ion transport proteins as direction sensors and membrane potential differences in order to maintain directedness,1471-2121-12-4 10.1186/1471-2121-12-4,https://bmcmolcellbiol.biomedcentral.com/counter/pdf/10.1186/1471-2121-12-4
Microworm optode sensors limit particle diffusion to enable in vivo measurements,10.1073/pnas.1015544108,https://europepmc.org/articles/pmc3041079?pdf=render
"Evolution of repeated structures along the body axis of jawed vertebrates, insights from the Scyliorhinus canicula Hox code",10.1111/j.1525-142X.2011.00477.x,NA
A mismatch-based model for memory reconsolidation and extinction in attractor networks,10.1371/journal.pone.0023113,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0023113&type=printable
The interplay between branching and pruning on neuronal target search during developmental growth: functional role and implications,10.1371/journal.pone.0025135,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0025135&type=printable
Differential consolidation and pattern reverberations within episodic cell assemblies in the mouse hippocampus,10.1371/journal.pone.0016507,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0016507&type=printable
Voltage-sensing phosphatase: its molecular relationship with PTEN,10.1152/physiol.00035.2010,NA
An ATF2-based luciferase reporter to monitor non-canonical Wnt signaling in Xenopus embryos,10.1002/dvdy.22500,NA
Generation model of positional values as cell operation during the development of multicellular organisms,10.1016/j.biosystems.2010.12.002,NA
Circadian clocks in human red blood cells,10.1038/nature09702,https://europepmc.org/articles/pmc3040566?pdf=render
Xenopus laevis oocytes infected with multi-drug-resistant bacteria: implications for electrical recordings,10.1085/jgp.201110661,https://rupress.org/jgp/article-pdf/138/2/271/576315/jgp_201110661.pdf
The electric field near human skin wounds declines with age and provides a noninvasive indicator of wound healing,10.1111/j.1524-475X.2011.00723.x,https://europepmc.org/articles/pmc3228273?pdf=render
Tumor self-seeding in breast cancer,10.1016/j.bbrc.2018.06.009,NA
"Computing with bacterial constituents, cells and populations: from bioputing to bactoputing",10.1007/s12064-010-0118-4,https://link.springer.com/content/pdf/10.1007/s12064-010-0118-4.pdf
Pathogenesis of non-Hodgkin's lymphoma,10.1200/JCO.2010.33.3252,NA
The aims of systems biology: between molecules and organisms,10.1055/s-0031-1271703,NA
Regeneration of dopaminergic neurons after 6-hydroxydopamine-induced lesion in planarian brain,10.1111/j.1471-4159.2011.07518.x,NA
Reconstructing visual experiences from brain activity evoked by natural movies,10.1016/j.cub.2011.08.031,http://www.cell.com/article/S0960982211009377/pdf
Learning in a simple biological system: a pilot study of classical conditioning of human macrophages in vitro,10.1186/1744-9081-7-47,https://behavioralandbrainfunctions.biomedcentral.com/counter/pdf/10.1186/1744-9081-7-47
"The cholinergic system, nerve growth factor and the cytoskeleton",10.1016/j.bbr.2010.02.024,NA
Treatment of psychosis during pregnancy - a case report and a mini-review,10.1111/j.1601-5215.2011.00590.x,NA
Collective irrationality and positive feedback,10.1371/journal.pone.0018901,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0018901&type=printable
Oncogene addiction and non-oncogene addiction in glioblastoma therapy,10.1016/j.cell.2009.02.024,http://www.cell.com/article/S0092867409002001/pdf
"Beta-catenin signaling, liver regeneration and hepatocellular cancer: sorting the good from the bad",10.1016/j.semcancer.2010.12.010,https://europepmc.org/articles/pmc3050081?pdf=render
Dedifferentiation and the role of sall4 in reprogramming and patterning during amphibian limb regeneration,10.1002/dvdy.22554,NA
TrpA1 regulates thermal nociception in Drosophila,10.1371/journal.pone.0024343,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0024343&type=printable
Axonal commissures in the central nervous system: how to cross the midline?,10.1007/s00018-011-0691-9,NA
Algorithms in nature: the convergence of systems biology and computational thinking,10.1038/msb.2011.78,https://europepmc.org/articles/pmc3261700?pdf=render
"Acute effects of Fe(2)O(3), TiO(2), ZnO and CuO nanomaterials on Xenopus laevis",10.1016/j.chemosphere.2011.01.061,NA
Neural mechanisms of operant conditioning and learning-induced behavioral plasticity in Aplysia,10.1007/s00018-010-0570-9,NA
Deficient induction response in a Xenopus nucleocytoplasmic hybrid,10.1371/journal.pbio.1001197,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.1001197&type=printable
A neurodynamic account of spontaneous behaviour,10.1371/journal.pcbi.1002221,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1002221&type=printable
In vitro microelectrode array technology and neural recordings,10.1615/critrevbiomedeng.v39.i1.40,NA
Replication-Coupled Chromatin Assembly Generates a Neuronal Bilateral Asymmetry in C. elegans,10.1016/j.cell.2011.11.053,http://www.cell.com/article/S0092867411014474/pdf
"Local application of neurotrophins specifies axons through inositol 1,4,5-trisphosphate, calcium, and Ca2+/calmodulin-dependent protein kinases",10.1126/scisignal.2002011,NA
Brain science of the mind,10.1177/0539018410388837,NA
Spatiotemporal mechanisms of morphogen gradient interpretation,10.1016/j.gde.2011.10.002,https://escholarship.org/content/qt6fg645ws/qt6fg645ws.pdf?t=oyqm0z
Liver regeneration is promoted by increasing serotonin content in rat liver with secondary biliary cirrhosis,10.1111/j.1872-034X.2011.00828.x,NA
A Modified Cornish Pasty Method for Ex Ovo Culture of the Chick Embryo,10.1002/dvg.20690,NA
Limb regeneration: a new development?,10.1146/annurev-cellbio-092910-154115,NA
Sexually dimorphic fin regeneration in zebrafish controlled by androgen/GSK3 signaling,10.1016/j.cub.2011.09.050,http://www.cell.com/article/S096098221101116X/pdf
Optogenetic monitoring of membrane potentials,expphysiol.2010.053942 10.1113/expphysiol.2010.053942,https://physoc.onlinelibrary.wiley.com/doi/pdfdirect/10.1113/expphysiol.2010.053942
Adenosine receptor desensitization and trafficking,10.1016/j.bbamem.2010.06.007,NA
Few inputs can reprogram biological networks,10.1038/nature10543,https://www.nature.com/articles/nature10543.pdf
Letter to the editor regarding the article by paganelli et Al,10.1021/tx200077h,https://riunet.upv.es/bitstream/10251/36629/8/Mulet%20Salort%2c%20J.M.%20Letter%20to%20the%20editor.pdf
The core planar cell polarity gene prickle interacts with flamingo to promote sensory axon advance in the Drosophila embryo,10.1016/j.ydbio.2011.07.032,NA
Lack of metabolic ageing in the long-lived flatworm Schmidtea polychroa,10.1016/j.exger.2011.04.003,https://hal.archives-ouvertes.fr/hal-00720177/file/PEER_stage2_10.1016%252Fj.exger.2011.04.003.pdf
FETAX assay for evaluation of developmental toxicity,10.1007/978-1-60761-849-2_15,NA
Altered connectivity and action model formation in autism is autism,10.1177/1073858410392381,https://europepmc.org/articles/pmc3974163?pdf=render
Non-stem cancer cell kinetics modulate solid tumor progression,10.1186/1742-4682-8-48,https://tbiomed.biomedcentral.com/counter/pdf/10.1186/1742-4682-8-48
Whole body lexical decision,10.1016/j.neulet.2010.12.041,https://europepmc.org/articles/pmc3741344?pdf=render
Biofeedback in the treatment of heart disease,10.3949/ccjm.78.s1.03,NA
New insights on therapeutic touch: a discussion of experimental methodology and design that resulted in significant effects on normal human cells and osteosarcoma,10.1016/j.explore.2010.10.001,NA
Efficacy of escitalopram compared to citalopram: a meta-analysis,10.1017/S146114571000115X,https://academic.oup.com/ijnp/article-pdf/14/2/261/2050847/14-2-261.pdf
"Long-distance signals are required for morphogenesis of the regenerating Xenopus tadpole tail, as shown by femtosecond-laser ablation",10.1371/journal.pone.0024953,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0024953&type=printable
"Patterned femtosecond-laser ablation of Xenopus laevis melanocytes for studies of cell migration, wound repair, and developmental processes",10.1364/BOE.2.002383,NA
Histone deacetylase inhibitors impair antibacterial defenses of macrophages,10.1093/infdis/jir553,https://academic.oup.com/jid/article-pdf/204/9/1367/18066671/jir553.pdf
Organizing the DV axis during planarian regeneration,10.4161/cib.4.4.15753,NA
Newer-generation antiepileptic drugs and the risk of major birth defects,10.1001/jama.2011.624,NA
Advancing neuroscience through epigenetics: molecular mechanisms of learning and memory,10.1080/87565641.2011.606395,https://europepmc.org/articles/pmc3191880?pdf=render
A method to map spatiotemporal pH changes inside living cells using a pH-triggered DNA nanoswitch,10.1007/978-1-61779-142-0_5,NA
The role of developmental plasticity in evolutionary innovation,10.1098/rspb.2011.0971,https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2011.0971
Evolutionary biology: the origins of novelty,10.1038/473034a,https://www.nature.com/articles/473034a.pdf
Effects of 17beta-estradiol and bisphenol A on the formation of reproductive organs in planarians,10.1086/bblv220n1p47,NA
"Insufficiency of BUBR1, a mitotic spindle checkpoint regulator, causes impaired ciliogenesis in vertebrates",10.1093/hmg/ddr090,NA
A mathematical model for adaptive prediction of environmental changes by microorganisms,10.1073/pnas.1019754108,https://europepmc.org/articles/pmc3084127?pdf=render
Regression-based identification of behavior-encoding neurons during large-scale optical imaging of neural activity at cellular resolution,10.1152/jn.00702.2010,NA
A protective antiarrhythmic role of ursodeoxycholic acid in an in vitro rat model of the cholestatic fetal heart,10.1002/hep.24492,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hep.24492
Influence of cell geometry on division-plane positioning,10.1016/j.cell.2011.01.016,http://www.cell.com/article/S0092867411000171/pdf
Extracellular electrical fields direct wound healing and regeneration,10.1086/BBLv221n1p79,https://darchive.mblwhoilibrary.org/bitstream/1912/4797/1/BioBull-79.pdf
PI3K mediated electrotaxis of embryonic and adult neural progenitor cells in the presence of growth factors,S0014-4886(10)00403-6 10.1016/j.expneurol.2010.11.002,https://europepmc.org/articles/pmc3821524?pdf=render
Accelerated osteoblast mineralization on a conductive substrate by multiple electrical stimulation,10.1007/s00774-010-0257-1,NA
Functional gap junctions accumulate at the immunological synapse and contribute to T cell activation,10.4049/jimmunol.1100378,https://www.jimmunol.org/content/jimmunol/187/6/3121.full.pdf
Recent advances in understanding the neural bases of autism spectrum disorder,10.1097/MOP.0b013e32834cb9c9,https://europepmc.org/articles/pmc3413317?pdf=render
"Movement, technology and discovery in the zebrafish",10.1016/j.conb.2010.09.011,https://europepmc.org/articles/pmc3057273?pdf=render
Somatic mutagenesis with a Sleeping Beauty transposon system leads to solid tumor formation in zebrafish,10.1371/journal.pone.0018826,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0018826&type=printable
Expression of key retinoic acid modulating genes suggests active regulation during development and regeneration of the amphibian limb,10.1002/dvdy.22555,NA
The axolotl model for regeneration and aging research: a mini-review,10.1159/000323761,https://www.karger.com/Article/Pdf/323761
Cancer therapy based on oncogene addiction,10.1002/jso.21749,NA
PHOTONIC COMMUNICATIONS IN BIOLOGICAL SYSTEMS,10.14498/vsgtu952,http://www.mathnet.ru/php/getFT.phtml?jrnid=vsgtu&paperid=952&what=fullt&option_lang=rus
Serotonin triggers a transient epigenetic mechanism that reinstates adult visual cortex plasticity in rats,10.1111/j.1460-9568.2010.07488.x,NA
Principles for applying optogenetic tools derived from direct comparative analysis of microbial opsins,10.1038/nmeth.1808,https://europepmc.org/articles/pmc4165888?pdf=render
Epigenetics and psychoneuroimmunology: mechanisms and models,10.1016/j.bbi.2010.08.009,https://europepmc.org/articles/pmc2991515?pdf=render
"Bimodal rhythms of general conceptions and the birth-month phenomenon in schizophrenia, neural tube defects, and laterality: a solstitial hypothesis",10.1002/bdra.20806,NA
Regenerative response following stab injury in the adult zebrafish telencephalon,10.1002/dvdy.22710,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/dvdy.22710
Brain regeneration in physiology and pathology: the immune signature driving therapeutic plasticity of neural stem cells,10.1152/physrev.00032.2010,https://europepmc.org/articles/pmc3552310?pdf=render
Integrator networks: illuminating the black box linking genotype and phenotype,10.1093/icb/icr049,NA
Origins of cellular geometry,10.1186/1741-7007-9-57,https://bmcbiol.biomedcentral.com/counter/pdf/10.1186/1741-7007-9-57
"Characterization of a novel, dominant negative KCNJ2 mutation associated with Andersen-Tawil syndrome",10.4161/chan.5.6.18524,https://www.tandfonline.com/doi/pdf/10.4161/chan.5.6.18524?needAccess=true
[Self-organization in the ontogeny of multicellular organisms: a computer simulation],10.1134/s2079086412010033,NA
Rapid differential transport of Nodal and Lefty on sulfated proteoglycan-rich extracellular matrix regulates left-right asymmetry in Xenopus,138/3/475 10.1242/dev.056010,NA
A computational clonal analysis of the developing mouse limb bud,10.1371/journal.pcbi.1001071,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1001071&type=printable
Passive and active reactions of embryonic tissues to the action of dosed mechanical forces [Russian] [Пассивные и активные реакции эмбриональных тканей на действие дозированных механических сил],10.1134/s1062360411010073,NA
Antidepressant drug exposure during pregnancy. CZTIS small prospective study,10.1016/j.reprotox.2010.12.039,NA
Mechanochemical control of mesenchymal condensation and embryonic tooth organ formation,10.1016/j.devcel.2011.07.006,http://www.cell.com/article/S153458071100298X/pdf
Effects of streptolysin o on extracellular matrix gene expression in normal human epidermal keratinocytes,10.2203/dose-response.10-050.Mamber,https://journals.sagepub.com/doi/pdf/10.2203/dose-response.10-050.Mamber
Tunable metallic-like conductivity in microbial nanowire networks,10.1038/nnano.2011.119,NA
Selective serotonin reuptake inhibitors and risk for major congenital anomalies,10.1097/AOG.0b013e318220edcc,NA
Two developmental modules establish 3D beak-shape variation in Darwin's finches,10.1073/pnas.1011480108,https://europepmc.org/articles/pmc3053969?pdf=render
Current and future needs for developmental toxicity testing,10.1002/bdrb.20335,http://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1087&context=usepapapers
"The cataract-associated protein TMEM114, and TMEM235, are glycosylated transmembrane proteins that are distinct from claudin family members",10.1016/j.febslet.2011.05.060,NA
Structure of the gap junction channel and its implications for its biological functions,10.1007/s00018-010-0551-z,NA
Orientation and function of the nuclear-centrosomal axis during cell migration,10.1016/j.ceb.2011.08.001,https://europepmc.org/articles/pmc3215267?pdf=render
Limiting Ago protein restricts RNAi and microRNA biogenesis during early development in Xenopus laevis,10.1101/gad.2038811,http://genesdev.cshlp.org/content/25/11/1121.full.pdf
"Geobacter: the microbe electric's physiology, ecology, and practical applications",10.1016/B978-0-12-387661-4.00004-5,NA
Genome-wide analysis of gene expression during Xenopus tropicalis tadpole tail regeneration,10.1186/1471-213X-11-70,https://bmcdevbiol.biomedcentral.com/counter/pdf/10.1186/1471-213X-11-70
GABA-B receptor activation inhibits the in vitro migration of malignant hepatocytes,10.1139/y11-031,NA
Multivariate information-theoretic measures reveal directed information structure and task relevant changes in fMRI connectivity,10.1007/s10827-010-0271-2,NA
Controllability of complex networks,10.1038/nature10011,NA
Epigenetic regulation in neural crest development,10.1002/bdra.20797,NA
Role of protein transamidation in serotonin-induced proliferation and migration of pulmonary artery smooth muscle cells,10.1165/rcmb.2010-0078oc,https://europepmc.org/articles/pmc3095926?pdf=render
Zebrafish models for cancer,10.1146/annurev-pathol-011110-130330,NA
Substrate-dependent control of ERK phosphorylation can lead to oscillations,10.1016/j.bpj.2011.10.025,http://www.cell.com/article/S000634951101246X/pdf
Gap junctions synchronize action potentials and Ca2+ transients in Caenorhabditis elegans body wall muscle,10.1074/jbc.M111.292078,http://www.jbc.org/article/S0021925820685209/pdf
A variant of fibroblast growth factor receptor 2 (fgfr2) regulates left-right asymmetry in zebrafish,10.1371/journal.pone.0021793,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0021793&type=printable
"A user's guide to channelrhodopsin variants: features, limitations and future developments",expphysiol.2009.051961 10.1113/expphysiol.2009.051961,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1113/expphysiol.2009.051961
GoQBot: a caterpillar-inspired soft-bodied rolling robot,10.1088/1748-3182/6/2/026007,NA
Transcriptional and post-transcriptional mechanisms for oncogenic overexpression of ether a go-go K+ channel,10.1371/journal.pone.0020362,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0020362&type=printable
Gap junction-mediated import of microRNA from bone marrow stromal cells can elicit cell cycle quiescence in breast cancer cells,10.1158/0008-5472.CAN-10-2372,https://aacr.figshare.com/ndownloader/files/39835605
Evolution of sodium channels predates the origin of nervous systems in animals,10.1073/pnas.1106363108,https://www.pnas.org/content/pnas/108/22/9154.full.pdf
An inducible expression system of the calcium-activated potassium channel 4 to study the differential impact on embryonic stem cells,10.4061/2011/456815,https://downloads.hindawi.com/journals/sci/2011/456815.pdf
Tissue transglutaminase and its role in human cancer progression,10.1002/9781118105771.ch6,https://ecommons.cornell.edu/bitstreams/4460c980-5359-4a0a-93a5-aef55d23b860/download
"The wisdom of the body: future techniques and approaches to morphogenetic fields in regenerative medicine, developmental biology and cancer",10.2217/rme.11.69,NA
Introduction to zebrafish: current discoveries and emerging technologies for neurobehavioral toxicology and teratology,10.1016/j.ntt.2011.10.005,https://europepmc.org/articles/pmc4090053?pdf=render
From L'Homme Machine to metabolic closure: steps towards understanding life,10.1016/j.jtbi.2011.06.033,NA
Maze training in mice induces MRI-detectable brain shape changes specific to the type of learning,10.1016/j.neuroimage.2010.09.086,NA
Mouse digit tip regeneration is mediated by fate-restricted progenitor cells,10.1073/pnas.1118017108,https://www.pnas.org/content/pnas/108/51/20609.full.pdf
Toward a whole-body neuroprosthetic,10.1016/B978-0-444-53815-4.00018-2,NA
Planar cell polarity: fashioning solutions,10.4161/fly.5.2.14396,https://www.tandfonline.com/doi/pdf/10.4161/fly.5.2.14396?needAccess=true&role=button
Reactivation of embryonic nodal signaling is associated with tumor progression and promotes the growth of prostate cancer cells,10.1002/pros.21335,https://europepmc.org/articles/pmc3234312?pdf=render
Effects of hyperpolarization-activated cyclic nucleotide-gated (HCN) channel blockers on the proliferation and cell cycle progression of embryonic stem cells,10.1007/s00424-010-0899-9,NA
